week_ending,retailer,region,brand,sku,price,units,dollars,promo_flag,feature_display,stores_selling,on_promo,featured
2024-12-22,Kroger,Northeast,Competitor B,Cheddar 6oz,5.49,13,71.37,0,0,353,No,No
2024-12-22,Kroger,Northeast,Competitor B,Caramel 6oz,5.29,9,47.61,0,0,344,No,No
2024-12-22,Kroger,Northeast,Competitor B,Mix 10oz,8.99,13,116.87,0,0,350,No,No
2024-12-22,Kroger,Northeast,Competitor B,Caramel 10oz,8.49,13,110.37,0,1,359,No,Yes
2024-12-22,Kroger,Northeast,Competitor B,Cheddar 10oz,8.79,12,105.48,0,0,372,No,No
2024-12-22,Kroger,Northeast,Competitor B,Variety 12pk,18.99,7,132.93,0,0,349,No,No
2024-12-22,Kroger,South,Garrett,Cheddar 6oz,4.66,14,65.24,1,1,299,Yes,Yes
2024-12-22,Kroger,South,Garrett,Caramel 6oz,5.29,9,47.61,0,0,296,No,No
2024-12-22,Kroger,South,Garrett,Mix 10oz,8.99,11,98.89,0,0,288,No,No
2024-12-22,Kroger,South,Garrett,Caramel 10oz,8.49,8,67.92,0,0,291,No,No
2024-12-22,Kroger,South,Garrett,Cheddar 10oz,7.24,10,72.4,1,0,276,Yes,No
2024-12-22,Kroger,South,Garrett,Variety 12pk,18.99,6,113.94,0,0,286,No,No
2024-12-22,Kroger,South,Competitor A,Cheddar 6oz,5.49,30,164.7,0,1,637,No,Yes
2024-12-22,Kroger,South,Competitor A,Caramel 6oz,5.29,23,121.67,0,0,655,No,No
2024-12-22,Kroger,South,Competitor A,Mix 10oz,8.99,24,215.76,0,0,614,No,No
2024-12-22,Kroger,South,Competitor A,Caramel 10oz,8.49,25,212.25,0,0,598,No,No
2024-12-22,Kroger,South,Competitor A,Cheddar 10oz,8.79,22,193.38,0,0,633,No,No
2024-12-22,Kroger,South,Competitor A,Variety 12pk,18.99,15,284.85,0,0,648,No,No
2024-12-22,Kroger,South,Competitor B,Cheddar 6oz,5.49,11,60.39,0,0,357,No,No
2024-12-22,Kroger,South,Competitor B,Caramel 6oz,4.25,16,68.0,1,0,369,Yes,No
2024-12-22,Kroger,South,Competitor B,Mix 10oz,8.99,11,98.89,0,0,350,No,No
2024-12-22,Kroger,South,Competitor B,Caramel 10oz,8.49,10,84.9,0,1,353,No,Yes
2024-12-22,Kroger,South,Competitor B,Cheddar 10oz,8.79,9,79.11,0,0,350,No,No
2024-12-22,Kroger,South,Competitor B,Variety 12pk,18.99,8,151.92,0,0,339,No,No
2024-12-22,Kroger,West,Garrett,Cheddar 6oz,5.49,10,54.9,0,0,290,No,No
2024-12-22,Kroger,West,Garrett,Caramel 6oz,5.29,8,42.32,0,0,295,No,No
2024-12-22,Kroger,West,Garrett,Mix 10oz,8.99,11,98.89,0,0,287,No,No
2024-12-22,Kroger,West,Garrett,Caramel 10oz,8.49,11,93.39,0,1,283,No,Yes
2024-12-22,Kroger,West,Garrett,Cheddar 10oz,8.79,8,70.32,0,1,291,No,Yes
2024-12-22,Kroger,West,Garrett,Variety 12pk,18.99,7,132.93,0,0,285,No,No
2024-12-22,Kroger,West,Competitor A,Cheddar 6oz,5.49,31,170.19,0,0,599,No,No
2024-12-22,Kroger,West,Competitor A,Caramel 6oz,5.29,19,100.51,0,0,651,No,No
2024-12-22,Kroger,West,Competitor A,Mix 10oz,8.99,32,287.68,0,0,651,No,No
2024-12-22,Kroger,West,Competitor A,Caramel 10oz,7.03,30,210.9,1,0,632,Yes,No
2024-12-22,Kroger,West,Competitor A,Cheddar 10oz,8.79,22,193.38,0,0,591,No,No
2024-12-22,Kroger,West,Competitor A,Variety 12pk,14.88,21,312.48,1,0,641,Yes,No
2024-12-22,Kroger,West,Competitor B,Cheddar 6oz,4.77,13,62.01,1,0,365,Yes,No
2024-12-22,Kroger,West,Competitor B,Caramel 6oz,5.29,9,47.61,0,0,342,No,No
2024-12-22,Kroger,West,Competitor B,Mix 10oz,8.99,14,125.86,0,1,372,No,Yes
2024-12-22,Kroger,West,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,351,No,No
2024-12-22,Kroger,West,Competitor B,Cheddar 10oz,6.71,14,93.94,1,0,362,Yes,No
2024-12-22,Kroger,West,Competitor B,Variety 12pk,18.99,7,132.93,0,0,354,No,No
2024-12-22,Walgreens,Midwest,Garrett,Cheddar 6oz,5.49,5,27.45,0,0,209,No,No
2024-12-22,Walgreens,Midwest,Garrett,Caramel 6oz,5.29,4,21.16,0,0,216,No,No
2024-12-22,Walgreens,Midwest,Garrett,Mix 10oz,8.99,9,80.91,0,1,211,No,Yes
2024-12-22,Walgreens,Midwest,Garrett,Caramel 10oz,7.31,6,43.86,1,1,221,Yes,Yes
2024-12-22,Walgreens,Midwest,Garrett,Cheddar 10oz,8.79,7,61.53,0,0,226,No,No
2024-12-22,Walgreens,Midwest,Garrett,Variety 12pk,18.99,4,75.96,0,0,207,No,No
2024-12-22,Walgreens,Midwest,Competitor A,Cheddar 6oz,5.49,17,93.33,0,0,435,No,No
2024-12-22,Walgreens,Midwest,Competitor A,Caramel 6oz,5.29,15,79.35,0,0,436,No,No
2024-12-22,Walgreens,Midwest,Competitor A,Mix 10oz,8.99,19,170.81,0,0,424,No,No
2024-12-22,Walgreens,Midwest,Competitor A,Caramel 10oz,7.53,18,135.54,1,0,434,Yes,No
2024-12-22,Walgreens,Midwest,Competitor A,Cheddar 10oz,8.79,13,114.27,0,0,445,No,No
2024-12-22,Walgreens,Midwest,Competitor A,Variety 12pk,18.99,9,170.91,0,0,447,No,No
2024-12-22,Walgreens,Midwest,Competitor B,Cheddar 6oz,5.49,8,43.92,0,0,267,No,No
2024-12-22,Walgreens,Midwest,Competitor B,Caramel 6oz,4.17,7,29.19,1,0,246,Yes,No
2024-12-22,Walgreens,Midwest,Competitor B,Mix 10oz,8.99,8,71.92,0,0,270,No,No
2024-12-22,Walgreens,Midwest,Competitor B,Caramel 10oz,8.49,5,42.45,0,0,252,No,No
2024-12-22,Walgreens,Midwest,Competitor B,Cheddar 10oz,7.14,7,49.98,1,0,250,Yes,No
2024-12-22,Walgreens,Midwest,Competitor B,Variety 12pk,18.99,3,56.97,0,0,270,No,No
2024-12-22,Walgreens,Northeast,Garrett,Cheddar 6oz,5.49,6,32.94,0,0,217,No,No
2024-12-22,Walgreens,Northeast,Garrett,Caramel 6oz,5.29,6,31.74,0,0,218,No,No
2024-12-22,Walgreens,Northeast,Garrett,Mix 10oz,8.99,6,53.94,0,0,215,No,No
2024-12-22,Walgreens,Northeast,Garrett,Caramel 10oz,6.39,7,44.73,1,1,214,Yes,Yes
2024-12-22,Walgreens,Northeast,Garrett,Cheddar 10oz,7.67,9,69.03,1,1,216,Yes,Yes
2024-12-22,Walgreens,Northeast,Garrett,Variety 12pk,16.85,5,84.25,1,0,206,Yes,No
2024-12-22,Walgreens,Northeast,Competitor A,Cheddar 6oz,5.49,11,60.39,0,0,431,No,No
2024-12-22,Walgreens,Northeast,Competitor A,Caramel 6oz,5.29,10,52.9,0,1,424,No,Yes
2024-12-22,Walgreens,Northeast,Competitor A,Mix 10oz,8.99,11,98.89,0,0,429,No,No
2024-12-22,Walgreens,Northeast,Competitor A,Caramel 10oz,7.5,11,82.5,1,0,431,Yes,No
2024-12-22,Walgreens,Northeast,Competitor A,Cheddar 10oz,8.79,12,105.48,0,1,419,No,Yes
2024-12-22,Walgreens,Northeast,Competitor A,Variety 12pk,18.99,7,132.93,0,0,420,No,No
2024-12-22,Walgreens,Northeast,Competitor B,Cheddar 6oz,4.28,9,38.52,1,0,274,Yes,No
2024-12-22,Walgreens,Northeast,Competitor B,Caramel 6oz,4.82,6,28.92,1,0,252,Yes,No
2024-12-22,Walgreens,Northeast,Competitor B,Mix 10oz,7.27,8,58.16,1,0,273,Yes,No
2024-12-22,Walgreens,Northeast,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,260,No,No
2024-12-22,Walgreens,Northeast,Competitor B,Cheddar 10oz,8.79,6,52.74,0,0,276,No,No
2024-12-22,Walgreens,Northeast,Competitor B,Variety 12pk,18.99,3,56.97,0,0,265,No,No
2024-12-22,Walgreens,South,Garrett,Cheddar 6oz,5.49,5,27.45,0,1,222,No,Yes
2024-12-22,Walgreens,South,Garrett,Caramel 6oz,4.15,7,29.05,1,0,214,Yes,No
2024-12-22,Walgreens,South,Garrett,Mix 10oz,8.99,6,53.94,0,0,212,No,No
2024-12-22,Walgreens,South,Garrett,Caramel 10oz,8.49,5,42.45,0,0,217,No,No
2024-12-22,Walgreens,South,Garrett,Cheddar 10oz,7.24,5,36.2,1,0,218,Yes,No
2024-12-22,Walgreens,South,Garrett,Variety 12pk,16.46,3,49.38,1,0,209,Yes,No
2024-12-22,Walgreens,South,Competitor A,Cheddar 6oz,5.49,9,49.41,0,0,412,No,No
2024-12-22,Walgreens,South,Competitor A,Caramel 6oz,5.29,12,63.48,0,0,459,No,No
2024-12-22,Walgreens,South,Competitor A,Mix 10oz,7.81,24,187.44,1,1,419,Yes,Yes
2024-12-22,Walgreens,South,Competitor A,Caramel 10oz,8.49,13,110.37,0,1,425,No,Yes
2024-12-22,Walgreens,South,Competitor A,Cheddar 10oz,8.79,12,105.48,0,0,436,No,No
2024-12-22,Walgreens,South,Competitor A,Variety 12pk,18.99,6,113.94,0,0,430,No,No
2024-12-22,Walgreens,South,Competitor B,Cheddar 6oz,5.49,5,27.45,0,0,265,No,No
2024-12-22,Walgreens,South,Competitor B,Caramel 6oz,5.29,5,26.45,0,0,279,No,No
2024-12-22,Walgreens,South,Competitor B,Mix 10oz,8.99,6,53.94,0,0,268,No,No
2024-12-22,Walgreens,South,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,281,No,No
2024-12-22,Walgreens,South,Competitor B,Cheddar 10oz,8.79,5,43.95,0,0,266,No,No
2024-12-22,Walgreens,South,Competitor B,Variety 12pk,18.99,2,37.98,0,0,276,No,No
2024-12-22,Walgreens,West,Garrett,Cheddar 6oz,4.72,7,33.04,1,0,209,Yes,No
2024-12-22,Walgreens,West,Garrett,Caramel 6oz,5.29,5,26.45,0,0,218,No,No
2024-12-22,Walgreens,West,Garrett,Mix 10oz,8.99,5,44.95,0,0,210,No,No
2024-12-22,Walgreens,West,Garrett,Caramel 10oz,6.8,5,34.0,1,0,216,Yes,No
2024-12-22,Walgreens,West,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,217,No,No
2024-12-22,Walgreens,West,Garrett,Variety 12pk,18.99,3,56.97,0,1,222,No,Yes
2024-12-22,Walgreens,West,Competitor A,Cheddar 6oz,5.49,12,65.88,0,0,423,No,No
2024-12-22,Walgreens,West,Competitor A,Caramel 6oz,5.29,14,74.06,0,1,408,No,Yes
2024-12-22,Walgreens,West,Competitor A,Mix 10oz,8.99,13,116.87,0,0,410,No,No
2024-12-22,Walgreens,West,Competitor A,Caramel 10oz,7.47,14,104.58,1,0,451,Yes,No
2024-12-22,Walgreens,West,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,447,No,No
2024-12-22,Walgreens,West,Competitor A,Variety 12pk,16.98,12,203.76,1,1,431,Yes,Yes
2024-12-22,Walgreens,West,Competitor B,Cheddar 6oz,5.49,6,32.94,0,0,261,No,No
2024-12-22,Walgreens,West,Competitor B,Caramel 6oz,4.37,6,26.22,1,0,267,Yes,No
2024-12-22,Walgreens,West,Competitor B,Mix 10oz,8.99,8,71.92,0,0,273,No,No
2024-12-22,Walgreens,West,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,263,No,No
2024-12-22,Walgreens,West,Competitor B,Cheddar 10oz,8.79,8,70.32,0,0,268,No,No
2024-12-22,Walgreens,West,Competitor B,Variety 12pk,18.99,4,75.96,0,0,264,No,No
2024-12-22,Costco,Midwest,Garrett,Cheddar 6oz,5.49,7,38.43,0,0,124,No,No
2024-12-22,Costco,Midwest,Garrett,Caramel 6oz,5.29,6,31.74,0,0,119,No,No
2024-12-22,Costco,Midwest,Garrett,Mix 10oz,8.99,8,71.92,0,0,128,No,No
2024-12-22,Costco,Midwest,Garrett,Caramel 10oz,8.49,5,42.45,0,0,128,No,No
2024-12-22,Costco,Midwest,Garrett,Cheddar 10oz,8.79,6,52.74,0,1,126,No,Yes
2024-12-22,Costco,Midwest,Garrett,Variety 12pk,18.99,3,56.97,0,0,124,No,No
2024-12-22,Costco,Midwest,Competitor A,Cheddar 6oz,5.49,13,71.37,0,0,201,No,No
2024-12-22,Costco,Midwest,Competitor A,Caramel 6oz,4.22,17,71.74,1,0,230,Yes,No
2024-12-22,Costco,Midwest,Competitor A,Mix 10oz,8.99,13,116.87,0,0,215,No,No
2024-12-22,Costco,Midwest,Competitor A,Caramel 10oz,8.49,10,84.9,0,0,214,No,No
2024-12-22,Costco,Midwest,Competitor A,Cheddar 10oz,8.79,10,87.9,0,0,209,No,No
2024-12-22,Costco,Midwest,Competitor A,Variety 12pk,18.99,7,132.93,0,0,219,No,No
2024-12-22,Costco,Midwest,Competitor B,Cheddar 6oz,5.49,5,27.45,0,0,163,No,No
2024-12-22,Costco,Midwest,Competitor B,Caramel 6oz,5.29,8,42.32,0,0,168,No,No
2024-12-22,Costco,Midwest,Competitor B,Mix 10oz,8.99,9,80.91,0,0,156,No,No
2024-12-22,Costco,Midwest,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,160,No,No
2024-12-22,Costco,Midwest,Competitor B,Cheddar 10oz,8.79,8,70.32,0,0,167,No,No
2024-12-22,Costco,Midwest,Competitor B,Variety 12pk,18.99,5,94.95,0,0,166,No,No
2024-12-22,Costco,Northeast,Garrett,Cheddar 6oz,5.49,5,27.45,0,0,127,No,No
2024-12-22,Costco,Northeast,Garrett,Caramel 6oz,5.29,6,31.74,0,0,126,No,No
2024-12-22,Costco,Northeast,Garrett,Mix 10oz,8.99,4,35.96,0,0,116,No,No
2024-12-22,Costco,Northeast,Garrett,Caramel 10oz,8.49,2,16.98,0,0,120,No,No
2024-12-22,Costco,Northeast,Garrett,Cheddar 10oz,8.79,3,26.37,0,0,123,No,No
2024-12-22,Costco,Northeast,Garrett,Variety 12pk,18.99,3,56.97,0,0,122,No,No
2024-12-22,Costco,Northeast,Competitor A,Cheddar 6oz,5.49,12,65.88,0,0,211,No,No
2024-12-22,Costco,Northeast,Competitor A,Caramel 6oz,5.29,11,58.19,0,0,210,No,No
2024-12-22,Costco,Northeast,Competitor A,Mix 10oz,8.99,11,98.89,0,0,215,No,No
2024-12-22,Costco,Northeast,Competitor A,Caramel 10oz,8.49,8,67.92,0,0,228,No,No
2024-12-22,Costco,Northeast,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,224,No,No
2024-12-22,Costco,Northeast,Competitor A,Variety 12pk,18.99,5,94.95,0,0,214,No,No
2024-12-22,Costco,Northeast,Competitor B,Cheddar 6oz,5.49,4,21.96,0,0,162,No,No
2024-12-22,Costco,Northeast,Competitor B,Caramel 6oz,5.29,5,26.45,0,0,165,No,No
2024-12-22,Costco,Northeast,Competitor B,Mix 10oz,8.99,8,71.92,0,0,163,No,No
2024-12-22,Costco,Northeast,Competitor B,Caramel 10oz,7.23,5,36.15,1,0,168,Yes,No
2024-12-22,Costco,Northeast,Competitor B,Cheddar 10oz,8.79,6,52.74,0,0,171,No,No
2024-12-22,Costco,Northeast,Competitor B,Variety 12pk,18.99,4,75.96,0,0,160,No,No
2024-12-22,Costco,South,Garrett,Cheddar 6oz,5.49,5,27.45,0,0,128,No,No
2024-12-22,Costco,South,Garrett,Caramel 6oz,5.29,5,26.45,0,1,125,No,Yes
2024-12-22,Costco,South,Garrett,Mix 10oz,8.99,3,26.97,0,0,116,No,No
2024-12-22,Costco,South,Garrett,Caramel 10oz,8.49,3,25.47,0,0,123,No,No
2024-12-22,Costco,South,Garrett,Cheddar 10oz,8.79,3,26.37,0,0,127,No,No
2024-12-22,Costco,South,Garrett,Variety 12pk,15.15,4,60.6,1,0,129,Yes,No
2024-12-22,Costco,South,Competitor A,Cheddar 6oz,5.49,11,60.39,0,0,211,No,No
2024-12-22,Costco,South,Competitor A,Caramel 6oz,5.29,8,42.32,0,0,213,No,No
2024-12-22,Costco,South,Competitor A,Mix 10oz,8.99,11,98.89,0,0,213,No,No
2024-12-22,Costco,South,Competitor A,Caramel 10oz,8.49,10,84.9,0,0,210,No,No
2024-12-22,Costco,South,Competitor A,Cheddar 10oz,8.79,8,70.32,0,0,215,No,No
2024-12-22,Costco,South,Competitor A,Variety 12pk,18.99,6,113.94,0,0,215,No,No
2024-12-22,Costco,South,Competitor B,Cheddar 6oz,5.49,6,32.94,0,0,163,No,No
2024-12-22,Costco,South,Competitor B,Caramel 6oz,5.29,6,31.74,0,0,160,No,No
2024-12-22,Costco,South,Competitor B,Mix 10oz,8.99,7,62.93,0,0,160,No,No
2024-12-22,Costco,South,Competitor B,Caramel 10oz,8.49,3,25.47,0,0,164,No,No
2024-12-22,Costco,South,Competitor B,Cheddar 10oz,8.79,4,35.16,0,0,160,No,No
2024-12-22,Costco,South,Competitor B,Variety 12pk,18.99,3,56.97,0,0,166,No,No
2024-12-22,Costco,West,Garrett,Cheddar 6oz,4.27,6,25.62,1,0,123,Yes,No
2024-12-22,Costco,West,Garrett,Caramel 6oz,5.29,4,21.16,0,0,124,No,No
2024-12-22,Costco,West,Garrett,Mix 10oz,8.99,5,44.95,0,0,121,No,No
2024-12-22,Costco,West,Garrett,Caramel 10oz,7.76,7,54.32,1,0,120,Yes,No
2024-12-22,Costco,West,Garrett,Cheddar 10oz,8.79,4,35.16,0,0,122,No,No
2024-12-22,Costco,West,Garrett,Variety 12pk,18.99,4,75.96,0,0,124,No,No
2024-12-22,Costco,West,Competitor A,Cheddar 6oz,5.49,9,49.41,0,0,216,No,No
2024-12-22,Costco,West,Competitor A,Caramel 6oz,5.29,10,52.9,0,0,215,No,No
2024-12-22,Costco,West,Competitor A,Mix 10oz,8.99,14,125.86,0,0,222,No,No
2024-12-22,Costco,West,Competitor A,Caramel 10oz,6.44,10,64.4,1,0,221,Yes,No
2024-12-22,Costco,West,Competitor A,Cheddar 10oz,8.79,9,79.11,0,0,218,No,No
2024-12-22,Costco,West,Competitor A,Variety 12pk,18.99,6,113.94,0,0,220,No,No
2024-12-22,Costco,West,Competitor B,Cheddar 6oz,5.49,6,32.94,0,0,169,No,No
2024-12-22,Costco,West,Competitor B,Caramel 6oz,5.29,6,31.74,0,0,155,No,No
2024-12-22,Costco,West,Competitor B,Mix 10oz,8.99,5,44.95,0,0,160,No,No
2024-12-22,Costco,West,Competitor B,Caramel 10oz,8.49,7,59.43,0,1,160,No,Yes
2024-12-22,Costco,West,Competitor B,Cheddar 10oz,8.79,4,35.16,0,0,164,No,No
2024-12-22,Costco,West,Competitor B,Variety 12pk,18.99,2,37.98,0,1,158,No,Yes
2024-12-22,Meijer,Midwest,Garrett,Cheddar 6oz,4.54,8,36.32,1,0,162,Yes,No
2024-12-22,Meijer,Midwest,Garrett,Caramel 6oz,4.32,7,30.24,1,0,161,Yes,No
2024-12-22,Meijer,Midwest,Garrett,Mix 10oz,8.99,8,71.92,0,0,160,No,No
2024-12-22,Meijer,Midwest,Garrett,Caramel 10oz,8.49,3,25.47,0,0,166,No,No
2024-12-22,Meijer,Midwest,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,171,No,No
2024-12-22,Meijer,Midwest,Garrett,Variety 12pk,18.99,2,37.98,0,0,171,No,No
2024-12-22,Meijer,Midwest,Competitor A,Cheddar 6oz,5.49,12,65.88,0,0,301,No,No
2024-12-22,Meijer,Midwest,Competitor A,Caramel 6oz,4.07,16,65.12,1,0,304,Yes,No
2024-12-22,Meijer,Midwest,Competitor A,Mix 10oz,8.99,19,170.81,0,1,307,No,Yes
2024-12-22,Meijer,Midwest,Competitor A,Caramel 10oz,7.46,12,89.52,1,0,309,Yes,No
2024-12-22,Meijer,Midwest,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,317,No,No
2024-12-22,Meijer,Midwest,Competitor A,Variety 12pk,17.03,11,187.33,1,0,309,Yes,No
2024-12-22,Meijer,Midwest,Competitor B,Cheddar 6oz,5.49,7,38.43,0,0,211,No,No
2024-12-22,Meijer,Midwest,Competitor B,Caramel 6oz,5.29,9,47.61,0,1,212,No,Yes
2024-12-22,Meijer,Midwest,Competitor B,Mix 10oz,8.99,7,62.93,0,0,210,No,No
2024-12-22,Meijer,Midwest,Competitor B,Caramel 10oz,8.49,5,42.45,0,0,226,No,No
2024-12-22,Meijer,Midwest,Competitor B,Cheddar 10oz,8.79,6,52.74,0,0,225,No,No
2024-12-22,Meijer,Midwest,Competitor B,Variety 12pk,18.99,4,75.96,0,1,215,No,Yes
2024-12-22,Meijer,Northeast,Garrett,Cheddar 6oz,5.49,5,27.45,0,0,164,No,No
2024-12-22,Meijer,Northeast,Garrett,Caramel 6oz,4.28,8,34.24,1,0,167,Yes,No
2024-12-22,Meijer,Northeast,Garrett,Mix 10oz,8.99,5,44.95,0,0,162,No,No
2024-12-22,Meijer,Northeast,Garrett,Caramel 10oz,7.44,5,37.2,1,0,173,Yes,No
2024-12-22,Meijer,Northeast,Garrett,Cheddar 10oz,6.69,6,40.14,1,0,166,Yes,No
2024-12-22,Meijer,Northeast,Garrett,Variety 12pk,18.99,4,75.96,0,0,171,No,No
2024-12-22,Meijer,Northeast,Competitor A,Cheddar 6oz,4.12,17,70.04,1,0,324,Yes,No
2024-12-22,Meijer,Northeast,Competitor A,Caramel 6oz,5.29,11,58.19,0,0,304,No,No
2024-12-22,Meijer,Northeast,Competitor A,Mix 10oz,7.08,20,141.6,1,0,320,Yes,No
2024-12-22,Meijer,Northeast,Competitor A,Caramel 10oz,6.95,12,83.4,1,0,297,Yes,No
2024-12-22,Meijer,Northeast,Competitor A,Cheddar 10oz,8.79,9,79.11,0,0,303,No,No
2024-12-22,Meijer,Northeast,Competitor A,Variety 12pk,18.99,6,113.94,0,1,299,No,Yes
2024-12-22,Meijer,Northeast,Competitor B,Cheddar 6oz,5.49,7,38.43,0,0,221,No,No
2024-12-22,Meijer,Northeast,Competitor B,Caramel 6oz,4.66,7,32.62,1,0,209,Yes,No
2024-12-22,Meijer,Northeast,Competitor B,Mix 10oz,7.44,7,52.08,1,0,218,Yes,No
2024-12-22,Meijer,Northeast,Competitor B,Caramel 10oz,7.71,7,53.97,1,0,221,Yes,No
2024-12-22,Meijer,Northeast,Competitor B,Cheddar 10oz,7.12,7,49.84,1,0,224,Yes,No
2024-12-22,Meijer,Northeast,Competitor B,Variety 12pk,18.99,3,56.97,0,0,220,No,No
2024-12-22,Meijer,South,Garrett,Cheddar 6oz,5.49,6,32.94,0,0,152,No,No
2024-12-22,Meijer,South,Garrett,Caramel 6oz,5.29,3,15.87,0,0,160,No,No
2024-12-22,Meijer,South,Garrett,Mix 10oz,8.99,6,53.94,0,1,160,No,Yes
2024-12-22,Meijer,South,Garrett,Caramel 10oz,8.49,3,25.47,0,1,161,No,Yes
2024-12-22,Meijer,South,Garrett,Cheddar 10oz,7.62,6,45.72,1,1,160,Yes,Yes
2024-12-22,Meijer,South,Garrett,Variety 12pk,18.99,4,75.96,0,0,169,No,No
2024-12-22,Meijer,South,Competitor A,Cheddar 6oz,5.49,13,71.37,0,0,303,No,No
2024-12-22,Meijer,South,Competitor A,Caramel 6oz,5.29,6,31.74,0,0,294,No,No
2024-12-22,Meijer,South,Competitor A,Mix 10oz,8.99,9,80.91,0,0,313,No,No
2024-12-22,Meijer,South,Competitor A,Caramel 10oz,8.49,8,67.92,0,0,312,No,No
2024-12-22,Meijer,South,Competitor A,Cheddar 10oz,8.79,8,70.32,0,0,293,No,No
2024-12-22,Meijer,South,Competitor A,Variety 12pk,18.99,7,132.93,0,0,298,No,No
2024-12-22,Meijer,South,Competitor B,Cheddar 6oz,5.49,3,16.47,0,0,210,No,No
2024-12-22,Meijer,South,Competitor B,Caramel 6oz,5.29,6,31.74,0,0,215,No,No
2024-12-22,Meijer,South,Competitor B,Mix 10oz,8.99,7,62.93,0,0,211,No,No
2024-12-22,Meijer,South,Competitor B,Caramel 10oz,8.49,4,33.96,0,0,211,No,No
2024-12-22,Meijer,South,Competitor B,Cheddar 10oz,8.79,4,35.16,0,0,231,No,No
2024-12-22,Meijer,South,Competitor B,Variety 12pk,16.79,4,67.16,1,0,199,Yes,No
2024-12-22,Meijer,West,Garrett,Cheddar 6oz,5.49,6,32.94,0,0,171,No,No
2024-12-22,Meijer,West,Garrett,Caramel 6oz,5.29,5,26.45,0,0,173,No,No
2024-12-22,Meijer,West,Garrett,Mix 10oz,8.99,7,62.93,0,0,165,No,No
2024-12-22,Meijer,West,Garrett,Caramel 10oz,8.49,5,42.45,0,1,163,No,Yes
2024-12-22,Meijer,West,Garrett,Cheddar 10oz,6.75,4,27.0,1,0,167,Yes,No
2024-12-22,Meijer,West,Garrett,Variety 12pk,18.99,4,75.96,0,0,160,No,No
2024-12-22,Meijer,West,Competitor A,Cheddar 6oz,5.49,11,60.39,0,0,310,No,No
2024-12-22,Meijer,West,Competitor A,Caramel 6oz,5.29,9,47.61,0,0,297,No,No
2024-12-22,Meijer,West,Competitor A,Mix 10oz,8.99,15,134.85,0,0,318,No,No
2024-12-22,Meijer,West,Competitor A,Caramel 10oz,8.49,8,67.92,0,0,293,No,No
2024-12-22,Meijer,West,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,335,No,No
2024-12-22,Meijer,West,Competitor A,Variety 12pk,16.99,9,152.91,1,0,308,Yes,No
2024-12-22,Meijer,West,Competitor B,Cheddar 6oz,4.71,6,28.26,1,0,218,Yes,No
2024-12-22,Meijer,West,Competitor B,Caramel 6oz,4.19,7,29.33,1,0,219,Yes,No
2024-12-22,Meijer,West,Competitor B,Mix 10oz,8.99,5,44.95,0,0,214,No,No
2024-12-22,Meijer,West,Competitor B,Caramel 10oz,8.49,5,42.45,0,0,221,No,No
2024-12-22,Meijer,West,Competitor B,Cheddar 10oz,8.79,5,43.95,0,0,224,No,No
2024-12-22,Meijer,West,Competitor B,Variety 12pk,18.99,1,18.99,0,1,220,No,Yes
2024-12-29,Walmart,Midwest,Garrett,Cheddar 6oz,5.49,20,109.8,0,0,361,No,No
2024-12-29,Walmart,Midwest,Garrett,Caramel 6oz,5.29,16,84.64,0,0,371,No,No
2024-12-29,Walmart,Midwest,Garrett,Mix 10oz,8.99,22,197.78,0,0,361,No,No
2024-12-29,Walmart,Midwest,Garrett,Caramel 10oz,8.49,14,118.86,0,0,348,No,No
2024-12-29,Walmart,Midwest,Garrett,Cheddar 10oz,8.79,14,123.06,0,0,360,No,No
2024-12-29,Walmart,Midwest,Garrett,Variety 12pk,17.39,17,295.63,1,0,378,Yes,No
2024-12-29,Walmart,Midwest,Competitor A,Cheddar 6oz,5.49,47,258.03,0,0,710,No,No
2024-12-29,Walmart,Midwest,Competitor A,Caramel 6oz,5.29,46,243.34,0,0,728,No,No
2024-12-29,Walmart,Midwest,Competitor A,Mix 10oz,8.99,40,359.6,0,0,713,No,No
2024-12-29,Walmart,Midwest,Competitor A,Caramel 10oz,8.49,35,297.15,0,0,714,No,No
2024-12-29,Walmart,Midwest,Competitor A,Cheddar 10oz,8.79,35,307.65,0,0,691,No,No
2024-12-29,Walmart,Midwest,Competitor A,Variety 12pk,18.99,24,455.76,0,0,717,No,No
2024-12-29,Walmart,Midwest,Competitor B,Cheddar 6oz,4.92,24,118.08,1,0,437,Yes,No
2024-12-29,Walmart,Midwest,Competitor B,Caramel 6oz,4.41,28,123.48,1,0,433,Yes,No
2024-12-29,Walmart,Midwest,Competitor B,Mix 10oz,8.99,21,188.79,0,0,440,No,No
2024-12-29,Walmart,Midwest,Competitor B,Caramel 10oz,8.49,17,144.33,0,0,431,No,No
